ob_id,direction,structure_tag,origin_time,detection_time,pivot_time,pivot_index,origin_index,detection_index,top,bottom,break_level,swing_length,ob_filter,origin_open,origin_high,origin_low,origin_close,parsed_high,parsed_low,width_pips,ob_origin_news_window,ob_detection_news_window,ob_origin_news_event,ob_detection_news_event,ob_origin_news_currency,ob_detection_news_currency,ob_origin_news_impact,ob_detection_news_impact,ob_origin_news_event_time,ob_detection_news_event_time,ob_origin_news_window_start,ob_origin_news_window_end,ob_detection_news_window_start,ob_detection_news_window_end,ob_origin_minutes_from_news,ob_detection_minutes_from_news,ob_final_status,ob_final_status_label,chart_right_time,chart_right_time_source,linked_trade_id,fill_time,exit_time,cancel_time,invalidation_time,protection_trigger_time,news_blackout_trigger_time,reverse_touch_time,session_cancel_time,lifecycle_reason
1528,bearish,CHoCH,2023-04-10 08:00:00+00:00,2023-04-10 12:00:00+00:00,2023-04-07 12:30:00+00:00,206107,206185,206201,1.09171,1.09106,1.08762,50,Atr,1.09167,1.09171,1.09106,1.09144,1.09171,1.09106,6.500000000000394,False,False,CPI m/m,CPI m/m,USD,USD,high,high,2023-04-12T12:30:00,2023-04-12T12:30:00,2023-04-12T12:27:00,2023-04-12T12:33:00,2023-04-12T12:27:00,2023-04-12T12:33:00,-3150.0,-2910.0,unknown,UNKNOWN,2023-04-10 12:00:00+00:00,detection_time,S_1528,,,,,,,,,state_target_block
1529,bullish,CHoCH,2023-04-18 13:15:00+00:00,2023-04-19 01:00:00+00:00,2023-04-18 09:15:00+00:00,206766,206782,206829,1.09547,1.09464,1.09828,50,Atr,1.09546,1.09547,1.09464,1.09499,1.09547,1.09464,8.299999999998864,False,False,Empire State Manufacturing Index,Unemployment Claims,USD,USD,high,high,2023-04-17T12:30:00,2023-04-20T12:30:00,2023-04-17T12:27:00,2023-04-17T12:33:00,2023-04-20T12:27:00,2023-04-20T12:33:00,1485.0,-2130.0,win,WIN,2023-04-19 06:51:00+00:00,exit_time,L_1529,2023-04-19 06:19:00+00:00,2023-04-19 06:51:00+00:00,,,,,,,WIN
1530,bearish,CHoCH,2023-04-19 01:00:00+00:00,2023-04-19 09:30:00+00:00,2023-04-18 13:30:00+00:00,206783,206829,206863,1.0984,1.09807,1.09427,50,Atr,1.09826,1.0984,1.09807,1.09831,1.0984,1.09807,3.2999999999994145,False,False,Unemployment Claims,Unemployment Claims,USD,USD,high,high,2023-04-20T12:30:00,2023-04-20T12:30:00,2023-04-20T12:27:00,2023-04-20T12:33:00,2023-04-20T12:27:00,2023-04-20T12:33:00,-2130.0,-1620.0,win,WIN,2023-04-20 13:02:00+00:00,exit_time,S_1530,2023-04-20 12:57:00+00:00,2023-04-20 13:02:00+00:00,,,,,,,WIN
1531,bullish,CHoCH,2023-04-20 12:15:00+00:00,2023-04-20 14:00:00+00:00,2023-04-19 14:00:00+00:00,206881,206970,206977,1.09421,1.09334,1.09793,50,Atr,1.09421,1.09421,1.09334,1.09402,1.09421,1.09334,8.699999999999264,False,False,Unemployment Claims,Unemployment Claims,USD,USD,high,high,2023-04-20T12:30:00,2023-04-20T12:30:00,2023-04-20T12:27:00,2023-04-20T12:33:00,2023-04-20T12:27:00,2023-04-20T12:33:00,-15.0,90.0,news_flatten,NEWS FLATTEN,2023-04-21 07:07:00+00:00,news_flatten_time,L_1531,2023-04-21 06:51:00+00:00,2023-04-21 07:07:00+00:00,,,,2023-04-21 07:07:00,,,news_flatten_before_blackout
1532,bullish,BOS,2023-04-21 07:00:00+00:00,2023-04-21 19:45:00+00:00,2023-04-20 14:00:00+00:00,206977,207045,207096,1.09462,1.09411,1.09895,50,Atr,1.09417,1.09462,1.09411,1.09432,1.09462,1.09411,5.1000000000001044,False,False,French Flash Manufacturing PMI,Flash Services PMI,EUR,USD,high,high,2023-04-21T07:15:00,2023-04-21T13:45:00,2023-04-21T07:12:00,2023-04-21T07:18:00,2023-04-21T13:42:00,2023-04-21T13:48:00,-15.0,360.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-05-02 13:57:00+00:00,news_touch_cancel_time,L_1532,,,2023-05-02 13:57:00+00:00,,,2023-05-02 13:57:00,,,news_touch_cancel
1533,bullish,BOS,2023-04-25 17:45:00+00:00,2023-04-26 13:15:00+00:00,2023-04-25 01:15:00+00:00,207214,207280,207358,1.09702,1.09641,1.1067,50,Atr,1.09672,1.09702,1.09641,1.09685,1.09702,1.09641,6.099999999999994,False,False,CB Consumer Confidence,CB Consumer Confidence,USD,USD,high,high,2023-04-25T14:00:00,2023-04-25T14:00:00,2023-04-25T13:57:00,2023-04-25T14:03:00,2023-04-25T13:57:00,2023-04-25T14:03:00,225.0,1395.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-04-28 12:30:00+00:00,news_touch_cancel_time,L_1533,,,2023-04-28 12:30:00+00:00,,,2023-04-28 12:30:00,,,news_touch_cancel
1534,bearish,CHoCH,2023-04-27 05:45:00+00:00,2023-04-27 12:30:00+00:00,2023-04-26 18:15:00+00:00,207378,207424,207451,1.10634,1.1056,1.10323,50,Atr,1.10598,1.10634,1.1056,1.10595,1.10634,1.1056,7.4000000000018495,False,True,Advance GDP q/q,Advance GDP q/q,USD,USD,high,high,2023-04-27T12:30:00,2023-04-27T12:30:00,2023-04-27T12:27:00,2023-04-27T12:33:00,2023-04-27T12:27:00,2023-04-27T12:33:00,-405.0,0.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-04-27 12:30:00+00:00,news_touch_cancel_time,S_1534,,,2023-04-27 12:30:00+00:00,,,2023-04-27 12:30:00,,,news_touch_cancel
1535,bearish,BOS,2023-04-28 00:45:00+00:00,2023-04-28 08:00:00+00:00,2023-04-27 13:45:00+00:00,207456,207500,207529,1.10394,1.10319,1.0992,50,Atr,1.1032,1.10394,1.10319,1.10345,1.10394,1.10319,7.500000000000284,False,False,Core PCE Price Index m/m,Core PCE Price Index m/m,USD,USD,high,high,2023-04-28T12:30:00,2023-04-28T12:30:00,2023-04-28T12:27:00,2023-04-28T12:33:00,2023-04-28T12:27:00,2023-04-28T12:33:00,-705.0,-270.0,loss,LOSS,2023-04-28 14:59:00+00:00,exit_time,S_1535,2023-04-28 14:52:00+00:00,2023-04-28 14:59:00+00:00,,,,,,,LOSS
1536,bullish,CHoCH,2023-04-28 12:45:00+00:00,2023-04-28 15:30:00+00:00,2023-04-28 00:45:00+00:00,207500,207548,207559,1.09848,1.09705,1.10394,50,Atr,1.09713,1.09848,1.09705,1.09844,1.09848,1.09705,14.299999999998203,False,False,Core PCE Price Index m/m,Core PCE Price Index m/m,USD,USD,high,high,2023-04-28T12:30:00,2023-04-28T12:30:00,2023-04-28T12:27:00,2023-04-28T12:33:00,2023-04-28T12:27:00,2023-04-28T12:33:00,15.0,180.0,unknown,UNKNOWN,2023-04-28 15:30:00+00:00,detection_time,L_1536,,,,,,,,,state_target_block
1537,bearish,CHoCH,2023-05-02 07:15:00+00:00,2023-05-02 09:15:00+00:00,2023-05-01 16:15:00+00:00,207658,207718,207726,1.10066,1.09966,1.09643,50,Atr,1.0999,1.10066,1.09966,1.09967,1.10066,1.09966,9.999999999998899,False,False,JOLTS Job Openings,JOLTS Job Openings,USD,USD,high,high,2023-05-02T14:00:00,2023-05-02T14:00:00,2023-05-02T13:57:00,2023-05-02T14:03:00,2023-05-02T13:57:00,2023-05-02T14:03:00,-405.0,-285.0,loss,LOSS,2023-05-02 19:53:00+00:00,exit_time,S_1537,2023-05-02 15:52:00+00:00,2023-05-02 19:53:00+00:00,,,,,,,LOSS
1538,bullish,CHoCH,2023-05-02 10:00:00+00:00,2023-05-03 08:30:00+00:00,2023-04-28 15:30:00+00:00,207559,207729,207819,1.09597,1.0948,1.10449,50,Atr,1.09526,1.09597,1.0948,1.09589,1.09597,1.0948,11.700000000001154,False,False,JOLTS Job Openings,ADP Non-Farm Employment Change,USD,USD,high,high,2023-05-02T14:00:00,2023-05-03T12:15:00,2023-05-02T13:57:00,2023-05-02T14:03:00,2023-05-03T12:12:00,2023-05-03T12:18:00,-240.0,-225.0,loss,LOSS,2023-05-09 13:06:00+00:00,exit_time,L_1538,2023-05-09 11:54:00+00:00,2023-05-09 13:06:00+00:00,,,,,,,LOSS
1539,bearish,CHoCH,2023-05-05 06:45:00+00:00,2023-05-05 12:30:00+00:00,2023-05-04 14:45:00+00:00,207940,208004,208027,1.10468,1.1035,1.0986,50,Atr,1.10364,1.10468,1.1035,1.10452,1.10468,1.1035,11.800000000001809,False,True,Average Hourly Earnings m/m,Average Hourly Earnings m/m,USD,USD,high,high,2023-05-05T12:30:00,2023-05-05T12:30:00,2023-05-05T12:27:00,2023-05-05T12:33:00,2023-05-05T12:27:00,2023-05-05T12:33:00,-345.0,0.0,loss,LOSS,2023-05-08 06:50:00+00:00,exit_time,S_1539,2023-05-05 16:56:00+00:00,2023-05-08 06:50:00+00:00,,,,,,,LOSS
1540,bullish,CHoCH,2023-05-05 13:00:00+00:00,2023-05-08 06:45:00+00:00,2023-05-05 07:00:00+00:00,208005,208029,208100,1.09896,1.0976,1.10477,50,Atr,1.09762,1.09896,1.0976,1.09892,1.09896,1.0976,13.600000000000279,False,False,Average Hourly Earnings m/m,CPI m/m,USD,USD,high,high,2023-05-05T12:30:00,2023-05-10T12:30:00,2023-05-05T12:27:00,2023-05-05T12:33:00,2023-05-10T12:27:00,2023-05-10T12:33:00,30.0,-3225.0,win,WIN,2023-05-09 06:33:00+00:00,exit_time,L_1540,2023-05-09 00:07:00+00:00,2023-05-09 06:33:00+00:00,,,,,,,WIN
1541,bearish,CHoCH,2023-05-08 08:00:00+00:00,2023-05-09 11:30:00+00:00,2023-05-05 12:45:00+00:00,208028,208105,208215,1.10535,1.10429,1.09667,50,Atr,1.10491,1.10535,1.10429,1.10455,1.10535,1.10429,10.600000000000609,False,False,CPI m/m,CPI m/m,USD,USD,high,high,2023-05-10T12:30:00,2023-05-10T12:30:00,2023-05-10T12:27:00,2023-05-10T12:33:00,2023-05-10T12:27:00,2023-05-10T12:33:00,-3150.0,-1500.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-07-12 12:30:00+00:00,news_touch_cancel_time,S_1541,,,2023-07-12 12:30:00+00:00,,,2023-07-12 12:30:00,,,news_touch_cancel
1542,bearish,BOS,2023-05-11 01:15:00+00:00,2023-05-11 06:30:00+00:00,2023-05-10 17:30:00+00:00,208335,208366,208387,1.09981,1.09924,1.09616,50,Atr,1.09944,1.09981,1.09924,1.09927,1.09981,1.09924,5.699999999999594,False,False,PPI m/m,PPI m/m,USD,USD,high,high,2023-05-11T12:30:00,2023-05-11T12:30:00,2023-05-11T12:27:00,2023-05-11T12:33:00,2023-05-11T12:27:00,2023-05-11T12:33:00,-675.0,-360.0,win,WIN,2023-06-22 05:09:00+00:00,exit_time,S_1542,2023-06-22 01:14:00+00:00,2023-06-22 05:09:00+00:00,,,,,,,WIN
1543,bullish,CHoCH,2023-05-11 17:45:00+00:00,2023-05-12 06:30:00+00:00,2023-05-11 16:45:00+00:00,208428,208432,208483,1.09147,1.09106,1.0929,50,Atr,1.09142,1.09147,1.09106,1.09127,1.09147,1.09106,4.100000000000215,False,False,PPI m/m,Prelim UoM Consumer Sentiment,USD,USD,high,high,2023-05-11T12:30:00,2023-05-12T14:00:00,2023-05-11T12:27:00,2023-05-11T12:33:00,2023-05-12T13:57:00,2023-05-12T14:03:00,315.0,-450.0,unknown,UNKNOWN,2023-05-12 06:30:00+00:00,detection_time,L_1543,,,,,,,,,state_target_block
1544,bearish,CHoCH,2023-05-12 07:15:00+00:00,2023-05-12 07:45:00+00:00,2023-05-11 17:45:00+00:00,208432,208486,208488,1.09354,1.09287,1.09106,50,Atr,1.09309,1.09354,1.09287,1.09288,1.09354,1.09287,6.699999999999484,False,False,Prelim UoM Consumer Sentiment,Prelim UoM Consumer Sentiment,USD,USD,high,high,2023-05-12T14:00:00,2023-05-12T14:00:00,2023-05-12T13:57:00,2023-05-12T14:03:00,2023-05-12T13:57:00,2023-05-12T14:03:00,-405.0,-375.0,win,WIN,2023-05-12 07:51:00+00:00,exit_time,S_1544,2023-05-12 07:45:00+00:00,2023-05-12 07:51:00+00:00,,,,,,,WIN
1545,bullish,CHoCH,2023-05-16 06:15:00+00:00,2023-05-16 08:00:00+00:00,2023-05-15 12:30:00+00:00,208603,208674,208681,1.0869,1.08628,1.08908,50,Atr,1.08673,1.0869,1.08628,1.08652,1.0869,1.08628,6.200000000000649,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2023-05-16T12:30:00,2023-05-16T12:30:00,2023-05-16T12:27:00,2023-05-16T12:33:00,2023-05-16T12:27:00,2023-05-16T12:33:00,-375.0,-270.0,unknown,UNKNOWN,2023-05-16 08:00:00+00:00,detection_time,L_1545,,,,,,,,,state_target_block
1546,bearish,CHoCH,2023-05-16 09:30:00+00:00,2023-05-16 14:00:00+00:00,2023-05-15 15:00:00+00:00,208613,208687,208705,1.09005,1.08941,1.08639,50,Atr,1.08985,1.09005,1.08941,1.08959,1.09005,1.08941,6.399999999999739,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2023-05-16T12:30:00,2023-05-16T12:30:00,2023-05-16T12:27:00,2023-05-16T12:33:00,2023-05-16T12:27:00,2023-05-16T12:33:00,-180.0,90.0,loss,LOSS,2023-06-15 14:01:00+00:00,exit_time,S_1546,2023-06-15 13:49:00+00:00,2023-06-15 14:01:00+00:00,,,,,,,LOSS
1547,bearish,BOS,2023-05-17 02:15:00+00:00,2023-05-17 05:45:00+00:00,2023-05-16 15:30:00+00:00,208711,208754,208768,1.08736,1.08699,1.0855,50,Atr,1.0871,1.08736,1.08699,1.08712,1.08736,1.08699,3.700000000002035,False,False,Core Retail Sales m/m,Core Retail Sales m/m,USD,USD,high,high,2023-05-16T12:30:00,2023-05-16T12:30:00,2023-05-16T12:27:00,2023-05-16T12:33:00,2023-05-16T12:27:00,2023-05-16T12:33:00,825.0,1035.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-06-15 12:32:00+00:00,news_touch_cancel_time,S_1547,,,2023-06-15 12:32:00+00:00,,,2023-06-15 12:32:00,,,news_touch_cancel
1548,bearish,BOS,2023-05-17 17:30:00+00:00,2023-05-18 09:15:00+00:00,2023-05-17 14:00:00+00:00,208801,208815,208878,1.0849,1.08425,1.08102,50,Atr,1.08441,1.0849,1.08425,1.08429,1.0849,1.08425,6.500000000000394,False,False,Unemployment Claims,Unemployment Claims,USD,USD,high,high,2023-05-18T12:30:00,2023-05-18T12:30:00,2023-05-18T12:27:00,2023-05-18T12:33:00,2023-05-18T12:27:00,2023-05-18T12:33:00,-1140.0,-195.0,loss,LOSS,2023-06-14 14:38:00+00:00,exit_time,S_1548,2023-06-14 13:39:00+00:00,2023-06-14 14:38:00+00:00,,,,,,,LOSS
1549,bearish,BOS,2023-05-22 18:00:00+00:00,2023-05-23 07:15:00+00:00,2023-05-22 15:15:00+00:00,209094,209105,209158,1.08216,1.0818,1.07961,50,Atr,1.08181,1.08216,1.0818,1.08196,1.08216,1.0818,3.5999999999991594,False,True,French Flash Manufacturing PMI,French Flash Manufacturing PMI,EUR,EUR,high,high,2023-05-23T07:15:00,2023-05-23T07:15:00,2023-05-23T07:12:00,2023-05-23T07:18:00,2023-05-23T07:12:00,2023-05-23T07:18:00,-795.0,0.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-06-13 12:31:00+00:00,news_touch_cancel_time,S_1549,,,2023-06-13 12:31:00+00:00,,,2023-06-13 12:31:00,,,news_touch_cancel
1550,bearish,BOS,2023-05-24 06:15:00+00:00,2023-05-24 10:00:00+00:00,2023-05-23 16:15:00+00:00,209194,209250,209265,1.07893,1.07826,1.07601,50,Atr,1.07847,1.07893,1.07826,1.07867,1.07893,1.07826,6.699999999999484,False,False,FOMC Meeting Minutes,FOMC Meeting Minutes,USD,USD,high,high,2023-05-24T18:00:00,2023-05-24T18:00:00,2023-05-24T17:57:00,2023-05-24T18:03:00,2023-05-24T17:57:00,2023-05-24T18:03:00,-705.0,-480.0,loss,LOSS,2023-05-24 12:21:00+00:00,exit_time,S_1550,2023-05-24 12:02:00+00:00,2023-05-24 12:21:00+00:00,,,,,,,LOSS
1551,bearish,BOS,2023-05-26 12:15:00+00:00,2023-05-26 14:45:00+00:00,2023-05-25 13:30:00+00:00,209375,209466,209476,1.07572,1.07494,1.07073,50,Atr,1.07525,1.07572,1.07494,1.07552,1.07572,1.07494,7.800000000000029,False,False,Core PCE Price Index m/m,Core PCE Price Index m/m,USD,USD,high,high,2023-05-26T12:30:00,2023-05-26T12:30:00,2023-05-26T12:27:00,2023-05-26T12:33:00,2023-05-26T12:27:00,2023-05-26T12:33:00,-15.0,135.0,unknown,UNKNOWN,2023-05-26 14:45:00+00:00,detection_time,S_1551,,,,,,,,,state_target_block
1552,bearish,BOS,2023-05-29 06:30:00+00:00,2023-05-30 05:15:00+00:00,2023-05-26 15:15:00+00:00,209478,209539,209630,1.07434,1.07388,1.07018,50,Atr,1.07426,1.07434,1.07388,1.07394,1.07434,1.07388,4.60000000000127,False,False,CB Consumer Confidence,CB Consumer Confidence,USD,USD,high,high,2023-05-30T14:00:00,2023-05-30T14:00:00,2023-05-30T13:57:00,2023-05-30T14:03:00,2023-05-30T13:57:00,2023-05-30T14:03:00,-1890.0,-525.0,loss,LOSS,2023-05-30 11:59:00+00:00,exit_time,S_1552,2023-05-30 11:39:00+00:00,2023-05-30 11:59:00+00:00,,,,,,,LOSS
1553,bullish,CHoCH,2023-05-30 07:30:00+00:00,2023-05-30 11:45:00+00:00,2023-05-29 06:30:00+00:00,209539,209639,209656,1.0683,1.06728,1.07434,50,Atr,1.06774,1.0683,1.06728,1.06829,1.0683,1.06728,10.200000000000209,False,False,CB Consumer Confidence,CB Consumer Confidence,USD,USD,high,high,2023-05-30T14:00:00,2023-05-30T14:00:00,2023-05-30T13:57:00,2023-05-30T14:03:00,2023-05-30T13:57:00,2023-05-30T14:03:00,-390.0,-135.0,loss,LOSS,2023-05-31 07:45:00+00:00,exit_time,L_1553,2023-05-31 06:45:00+00:00,2023-05-31 07:45:00+00:00,,,,,,,LOSS
1554,bearish,CHoCH,2023-05-30 12:00:00+00:00,2023-05-31 08:00:00+00:00,2023-05-30 07:15:00+00:00,209638,209657,209737,1.07465,1.07411,1.06725,50,Atr,1.07439,1.07465,1.07411,1.07427,1.07465,1.07411,5.40000000000207,False,False,CB Consumer Confidence,JOLTS Job Openings,USD,USD,high,high,2023-05-30T14:00:00,2023-05-31T14:00:00,2023-05-30T13:57:00,2023-05-30T14:03:00,2023-05-31T13:57:00,2023-05-31T14:03:00,-120.0,-360.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-06-01 14:00:00+00:00,news_touch_cancel_time,S_1554,,,2023-06-01 14:00:00+00:00,,,2023-06-01 14:00:00,,,news_touch_cancel
1555,bullish,CHoCH,2023-05-31 16:45:00+00:00,2023-06-01 15:45:00+00:00,2023-05-30 12:00:00+00:00,209657,209772,209864,1.06393,1.06352,1.07465,50,Atr,1.06361,1.06393,1.06352,1.06378,1.06393,1.06352,4.100000000000215,False,False,JOLTS Job Openings,ISM Manufacturing PMI,USD,USD,high,high,2023-05-31T14:00:00,2023-06-01T14:00:00,2023-05-31T13:57:00,2023-05-31T14:03:00,2023-06-01T13:57:00,2023-06-01T14:03:00,165.0,105.0,unknown,UNKNOWN,2023-06-01 15:45:00+00:00,detection_time,L_1555,,,,,,,,,state_target_block
1556,bearish,CHoCH,2023-06-06 06:30:00+00:00,2023-06-06 12:15:00+00:00,2023-06-05 12:45:00+00:00,210044,210115,210138,1.07328,1.07265,1.06744,50,Atr,1.07268,1.07328,1.07265,1.07291,1.07328,1.07265,6.299999999999084,False,False,ISM Services PMI,ISM Services PMI,USD,USD,high,high,2023-06-05T14:00:00,2023-06-05T14:00:00,2023-06-05T13:57:00,2023-06-05T14:03:00,2023-06-05T13:57:00,2023-06-05T14:03:00,990.0,1335.0,loss,LOSS,2023-06-07 13:55:00+00:00,exit_time,S_1556,2023-06-07 13:37:00+00:00,2023-06-07 13:55:00+00:00,,,,,,,LOSS
1557,bullish,CHoCH,2023-06-06 12:45:00+00:00,2023-06-07 13:45:00+00:00,2023-06-06 06:30:00+00:00,210115,210140,210240,1.0675,1.06669,1.07328,50,Atr,1.06723,1.0675,1.06669,1.06705,1.0675,1.06669,8.099999999999774,False,False,ISM Services PMI,Unemployment Claims,USD,USD,high,high,2023-06-05T14:00:00,2023-06-08T12:30:00,2023-06-05T13:57:00,2023-06-05T14:03:00,2023-06-08T12:27:00,2023-06-08T12:33:00,1365.0,-1365.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-09-14 12:30:00+00:00,news_touch_cancel_time,L_1557,,,2023-09-14 12:30:00+00:00,,,2023-09-14 12:30:00,,,news_touch_cancel
1558,bullish,BOS,2023-06-07 17:30:00+00:00,2023-06-08 12:30:00+00:00,2023-06-07 14:00:00+00:00,210241,210255,210331,1.06952,1.06909,1.07396,50,Atr,1.06935,1.06952,1.06909,1.06947,1.06952,1.06909,4.299999999999304,False,True,Unemployment Claims,Unemployment Claims,USD,USD,high,high,2023-06-08T12:30:00,2023-06-08T12:30:00,2023-06-08T12:27:00,2023-06-08T12:33:00,2023-06-08T12:27:00,2023-06-08T12:33:00,-1140.0,0.0,news_touch_cancel,NEWS TOUCH CANCEL,2023-09-07 12:30:00+00:00,news_touch_cancel_time,L_1558,,,2023-09-07 12:30:00+00:00,,,2023-09-07 12:30:00,,,news_touch_cancel
1559,bullish,BOS,2023-06-12 16:15:00+00:00,2023-06-13 05:15:00+00:00,2023-06-12 09:30:00+00:00,210511,210538,210590,1.0748,1.07439,1.079,50,Atr,1.07476,1.0748,1.07439,1.07443,1.0748,1.07439,4.100000000000215,False,False,Core CPI m/m,Core CPI m/m,USD,USD,high,high,2023-06-13T12:30:00,2023-06-13T12:30:00,2023-06-13T12:27:00,2023-06-13T12:33:00,2023-06-13T12:27:00,2023-06-13T12:33:00,-1215.0,-435.0,loss,LOSS,2023-09-05 08:28:00+00:00,exit_time,L_1559,2023-09-05 08:18:00+00:00,2023-09-05 08:28:00+00:00,,,,,,,LOSS
1560,bearish,CHoCH,2023-06-13 15:00:00+00:00,2023-06-14 05:45:00+00:00,2023-06-13 14:00:00+00:00,210625,210629,210688,1.08089,1.07986,1.07781,50,Atr,1.08019,1.08089,1.07986,1.08066,1.08089,1.07986,10.299999999998644,False,False,Core CPI m/m,Core PPI m/m,USD,USD,high,high,2023-06-13T12:30:00,2023-06-14T12:30:00,2023-06-13T12:27:00,2023-06-13T12:33:00,2023-06-14T12:27:00,2023-06-14T12:33:00,150.0,-405.0,loss,LOSS,2023-06-14 09:33:00+00:00,exit_time,S_1560,2023-06-14 08:43:00+00:00,2023-06-14 09:33:00+00:00,,,,,,,LOSS
1561,bullish,CHoCH,2023-06-14 06:00:00+00:00,2023-06-14 12:00:00+00:00,2023-06-13 15:00:00+00:00,210629,210689,210713,1.07837,1.07763,1.08089,50,Atr,1.07763,1.07837,1.07763,1.07812,1.07837,1.07763,7.399999999999629,False,False,Core PPI m/m,Core PPI m/m,USD,USD,high,high,2023-06-14T12:30:00,2023-06-14T12:30:00,2023-06-14T12:27:00,2023-06-14T12:33:00,2023-06-14T12:27:00,2023-06-14T12:33:00,-390.0,-30.0,win,WIN,2023-08-25 05:58:00+00:00,exit_time,L_1561,2023-08-25 02:18:00+00:00,2023-08-25 05:58:00+00:00,,,,,,,WIN
1562,bullish,BOS,2023-06-15 06:45:00+00:00,2023-06-15 12:30:00+00:00,2023-06-14 16:45:00+00:00,210732,210788,210811,1.08106,1.08036,1.0864,50,Atr,1.08091,1.08106,1.08036,1.08103,1.08106,1.08036,6.999999999999229,False,True,Main Refinancing Rate,Core Retail Sales m/m,EUR,USD,high,high,2023-06-15T12:15:00,2023-06-15T12:30:00,2023-06-15T12:12:00,2023-06-15T12:18:00,2023-06-15T12:27:00,2023-06-15T12:33:00,-330.0,0.0,win,WIN,2023-08-23 09:39:00+00:00,exit_time,L_1562,2023-08-23 09:25:00+00:00,2023-08-23 09:39:00+00:00,,,,,,,WIN
1563,bearish,CHoCH,2023-06-19 00:00:00+00:00,2023-06-19 09:45:00+00:00,2023-06-16 14:45:00+00:00,210916,210953,210992,1.09462,1.09395,1.09178,50,Atr,1.09398,1.09462,1.09395,1.09421,1.09462,1.09395,6.699999999999484,False,False,Treasury Currency Report,Fed Gov Nomination Hearings,USD,USD,high,high,2023-06-16T18:00:00,2023-06-21T14:00:00,2023-06-16T17:57:00,2023-06-16T18:03:00,2023-06-21T13:57:00,2023-06-21T14:03:00,3240.0,-3135.0,unknown,UNKNOWN,2023-06-19 09:45:00+00:00,detection_time,S_1563,,,,,,,,,state_target_block
1564,bullish,CHoCH,2023-06-20 02:00:00+00:00,2023-06-20 06:15:00+00:00,2023-06-19 12:15:00+00:00,211002,211057,211074,1.09141,1.09106,1.09294,50,Atr,1.09131,1.09141,1.09106,1.09115,1.09141,1.09106,3.5000000000007248,False,False,Fed Gov Nomination Hearings,Fed Gov Nomination Hearings,USD,USD,high,high,2023-06-21T14:00:00,2023-06-21T14:00:00,2023-06-21T13:57:00,2023-06-21T14:03:00,2023-06-21T13:57:00,2023-06-21T14:03:00,-2160.0,-1905.0,unknown,UNKNOWN,2023-06-20 06:15:00+00:00,detection_time,L_1564,,,,,,,,,state_target_block
1565,bearish,CHoCH,2023-06-20 08:00:00+00:00,2023-06-20 14:15:00+00:00,2023-06-19 10:00:00+00:00,210993,211081,211106,1.09447,1.09361,1.0907,50,Atr,1.09436,1.09447,1.09361,1.09389,1.09447,1.09361,8.60000000000083,False,False,Fed Gov Nomination Hearings,Fed Gov Nomination Hearings,USD,USD,high,high,2023-06-21T14:00:00,2023-06-21T14:00:00,2023-06-21T13:57:00,2023-06-21T14:03:00,2023-06-21T13:57:00,2023-06-21T14:03:00,-1800.0,-1425.0,loss,LOSS,2023-06-21 14:30:00+00:00,exit_time,S_1565,2023-06-21 14:23:00+00:00,2023-06-21 14:30:00+00:00,,,,,,,LOSS
1566,bearish,BOS,2023-06-22 11:15:00+00:00,2023-06-23 07:15:00+00:00,2023-06-20 14:45:00+00:00,211108,211286,211366,1.10108,1.10003,1.08921,50,Atr,1.10032,1.10108,1.10003,1.10005,1.10108,1.10003,10.499999999999954,False,True,Unemployment Claims,French Flash Manufacturing PMI,USD,EUR,high,high,2023-06-22T12:30:00,2023-06-23T07:15:00,2023-06-22T12:27:00,2023-06-22T12:33:00,2023-06-23T07:12:00,2023-06-23T07:18:00,-75.0,0.0,unknown,UNKNOWN,2023-06-23 07:15:00+00:00,detection_time,S_1566,,,,,,,,,state_target_block
1567,bullish,CHoCH,2023-06-26 16:30:00+00:00,2023-06-27 01:45:00+00:00,2023-06-26 12:30:00+00:00,211483,211499,211536,1.09024,1.08999,1.092,50,Atr,1.09024,1.09024,1.08999,1.09013,1.09024,1.08999,2.500000000000835,False,False,CB Consumer Confidence,CB Consumer Confidence,USD,USD,high,high,2023-06-27T14:00:00,2023-06-27T14:00:00,2023-06-27T13:57:00,2023-06-27T14:03:00,2023-06-27T13:57:00,2023-06-27T14:03:00,-1290.0,-735.0,unknown,UNKNOWN,2023-06-27 01:45:00+00:00,detection_time,L_1567,,,,,,,,,state_target_block
